cod,Clave,Nombre
7618,Q510,Agenesia y aplasia del útero
7594,Q440,"Agenesia, aplasia e hipoplasia de la vesícula biliar"
7603,Q450,"Agenesia, aplasia e hipoplasia del páncreas"
14252,U899,Agente bacteriano resistente a antibiótico no especificado
14244,U801,Agente bacteriano resistente a meticilina
14249,U88,Agente bacteriano resistente a múltiples antibióticos
14245,U808,Agente bacteriano resistente a otro antibiótico similar a la penicilina
14248,U818,Agente bacteriano resistente a otro antibiótico similar a la vancomicina
14251,U898,Agente bacteriano resistente a otro antibiótico único especificado
14250,U89,Agente bacteriano resistente a otros antibióticos y a los antibióticos no especificados
14243,U800,Agente bacteriano resistente a penicilina 
14242,U80,Agente bacteriano resistente a penicilina u antibióticos similares
14247,U810,Agente bacteriano resistente a vancomicina
14246,U81,Agente bacteriano resistente a vancomicina u antibióticos similares
9446,T440,Agentes anticolinesterasa
9454,T448,"Agentes de acción central y bloqueadores neuronales adrenérgicos, no clasificados en otra parte"
9513,T503,"Agentes del equilibrio hidrolítico, electrolítico y calórico"
9518,T508,Agentes diagnósticos
9488,T479,Agentes no especificados que afectan principalmente el sistema gastrointestinal
9466,T459,"Agentes principalmente sistémicos y hematológicos, no especificados"
9508,T499,"Agentes tópicos, no especificados"
900,B97,Agentes virales como causa de enfermedades clasificadas en otros capítulos
8166,R481,Agnosia
9450,T444,"Agonistas, predominantemente alfa-adrenérgicos, no clasificados en otra parte"
9451,T445,"Agonistas, predominantemente beta-adrenérgicos, no clasificados en otra parte"
2593,F400,Agorafobia
9654,T733,Agotamiento debido a esfuerzo excesivo
9653,T732,Agotamiento debido a Exposición a la intemperie
9629,T674,Agotamiento por calor debida a depleción de sal
9630,T675,Agotamiento por calor no especificado
9628,T673,"Agotamiento por calor, anhidrótico"
7883,Q845,Agrandamiento e hipertrofia de las uñas
1868,D70,Agranulocitosis
12667,X93,Agresión con disparo de arma corta
12674,X936,"Agresión con disparo de arma corta, área industrial y de la construcción"
12671,X933,"Agresión con disparo de arma corta, áreas de deporte y atletismo"
12672,X934,"Agresión con disparo de arma corta, calles y carreteras"
12673,X935,"Agresión con disparo de arma corta, comercio y área de servicios"
12670,X932,"Agresión con disparo de arma corta, escuelas, otras instituciones y áreas administrativas  públicas"
12675,X937,"Agresión con disparo de arma corta, granja"
12669,X931,"Agresión con disparo de arma corta, institución residencial"
12677,X939,"Agresión con disparo de arma corta, lugar no especificado"
12676,X938,"Agresión con disparo de arma corta, otro lugar especificado"
12668,X930,"Agresión con disparo de arma corta, vivienda"
12689,X95,"Agresión con disparo de otras armas de fuego, y las no especificadas"
12696,X956,"Agresión con disparo de otras armas de fuego, y las no especificadas, área industrial y de la construcción"
12693,X953,"Agresión con disparo de otras armas de fuego, y las no especificadas, áreas de deporte y atletismo"
12694,X954,"Agresión con disparo de otras armas de fuego, y las no especificadas, calles y carreteras"
12695,X955,"Agresión con disparo de otras armas de fuego, y las no especificadas, comercio y área de servicios"
12692,X952,"Agresión con disparo de otras armas de fuego, y las no especificadas, escuelas, otras instituciones y áreas administrativas  públicas"
12697,X957,"Agresión con disparo de otras armas de fuego, y las no especificadas, granja"
12691,X951,"Agresión con disparo de otras armas de fuego, y las no especificadas, institución residencial"
12699,X959,"Agresión con disparo de otras armas de fuego, y las no especificadas, lugar no especificado"
12698,X958,"Agresión con disparo de otras armas de fuego, y las no especificadas, otro lugar especificado"
12690,X950,"Agresión con disparo de otras armas de fuego, y las no especificadas, vivienda"
12678,X94,"Agresión con disparo de rifle, escopeta y arma larga"
12685,X946,"Agresión con disparo de rifle, escopeta y arma larga, área industrial y de la construcción"
12682,X943,"Agresión con disparo de rifle, escopeta y arma larga, áreas de deporte y atletismo"
12683,X944,"Agresión con disparo de rifle, escopeta y arma larga, calles y carreteras"
12684,X945,"Agresión con disparo de rifle, escopeta y arma larga, comercio y área de servicios"
12681,X942,"Agresión con disparo de rifle, escopeta y arma larga, escuelas, otras instituciones y áreas administrativas  públicas"
12686,X947,"Agresión con disparo de rifle, escopeta y arma larga, granja"
12680,X941,"Agresión con disparo de rifle, escopeta y arma larga, institución residencial"
12688,X949,"Agresión con disparo de rifle, escopeta y arma larga, lugar no especificado"
12687,X948,"Agresión con disparo de rifle, escopeta y arma larga, otro lugar especificado"
12679,X940,"Agresión con disparo de rifle, escopeta y arma larga, vivienda"
12579,X85,"Agresión con drogas, medicamentos y sustancias biológicas"
12586,X856,"Agresión con drogas, medicamentos y sustancias biológicas, área industrial y de la construcción"
12583,X853,"Agresión con drogas, medicamentos y sustancias biológicas, áreas de deporte y atletismo"
12584,X854,"Agresión con drogas, medicamentos y sustancias biológicas, calles y carreteras"
12585,X855,"Agresión con drogas, medicamentos y sustancias biológicas, comercio y área de servicios"
12582,X852,"Agresión con drogas, medicamentos y sustancias biológicas, escuelas, otras instituciones y áreas administrativas  públicas"
12587,X857,"Agresión con drogas, medicamentos y sustancias biológicas, granja"
12581,X851,"Agresión con drogas, medicamentos y sustancias biológicas, institución residencial"
12589,X859,"Agresión con drogas, medicamentos y sustancias biológicas, lugar no especificado"
12588,X858,"Agresión con drogas, medicamentos y sustancias biológicas, otro lugar especificado"
12580,X850,"Agresión con drogas, medicamentos y sustancias biológicas, vivienda"
12788,Y04,Agresión con fuerza corporal
12795,Y046,"Agresión con fuerza corporal, área industrial y de la construcción"
12792,Y043,"Agresión con fuerza corporal, áreas de deporte y atletismo"
12793,Y044,"Agresión con fuerza corporal, calles y carreteras"
12794,Y045,"Agresión con fuerza corporal, comercio y área de servicios"
12791,Y042,"Agresión con fuerza corporal, escuelas, otras instituciones y áreas administrativas públicas"
12796,Y047,"Agresión con fuerza corporal, granja"
12790,Y041,"Agresión con fuerza corporal, institución residencial"
12798,Y049,"Agresión con fuerza corporal, lugar no especificado"
12797,Y048,"Agresión con fuerza corporal, otro lugar especificado"
12789,Y040,"Agresión con fuerza corporal, vivienda"
12612,X88,Agresión con gases y vapores
12619,X886,"Agresión con gases y vapores, área industrial y de la construcción"
12616,X883,"Agresión con gases y vapores, áreas de deporte y atletismo"
12617,X884,"Agresión con gases y vapores, calles y carreteras"
12618,X885,"Agresión con gases y vapores, comercio y área de servicios"
12615,X882,"Agresión con gases y vapores, escuelas, otras instituciones y áreas administrativas  públicas"
12620,X887,"Agresión con gases y vapores, granja"
12614,X881,"Agresión con gases y vapores, institución residencial"
12622,X889,"Agresión con gases y vapores, lugar no especificado"
12621,X888,"Agresión con gases y vapores, otro lugar especificado"
12613,X880,"Agresión con gases y vapores, vivienda"
12711,X97,"Agresión con humo, fuego y llamas"
12718,X976,"Agresión con humo, fuego y llamas, área industrial y de la construcción"
12715,X973,"Agresión con humo, fuego y llamas, áreas de deporte y atletismo"
12716,X974,"Agresión con humo, fuego y llamas, calles y carreteras"
12717,X975,"Agresión con humo, fuego y llamas, comercio y área de servicios"
12714,X972,"Agresión con humo, fuego y llamas, escuelas, otras instituciones y áreas administrativas  públicas"
12719,X977,"Agresión con humo, fuego y llamas, granja"
12713,X971,"Agresión con humo, fuego y llamas, institución residencial"
12721,X979,"Agresión con humo, fuego y llamas, lugar no especificado"
12720,X978,"Agresión con humo, fuego y llamas, otro lugar especificado"
12712,X970,"Agresión con humo, fuego y llamas, vivienda"
12700,X96,Agresión con material explosivo
12707,X966,"Agresión con material explosivo, área industrial y de la construcción"
12704,X963,"Agresión con material explosivo, áreas de deporte y atletismo"
12705,X964,"Agresión con material explosivo, calles y carreteras"
12706,X965,"Agresión con material explosivo, comercio y área de servicios"
12703,X962,"Agresión con material explosivo, escuelas, otras instituciones y áreas administrativas  públicas"
12708,X967,"Agresión con material explosivo, granja"
12702,X961,"Agresión con material explosivo, institución residencial"
12710,X969,"Agresión con material explosivo, lugar no especificado"
12709,X968,"Agresión con material explosivo, otro lugar especificado"
12701,X960,"Agresión con material explosivo, vivienda"
12733,X99,Agresión con objeto cortante
12740,X996,"Agresión con objeto cortante, área industrial y de la construcción"
12737,X993,"Agresión con objeto cortante, áreas de deporte y atletismo"
12738,X994,"Agresión con objeto cortante, calles y carreteras"
12739,X995,"Agresión con objeto cortante, comercio y área de servicios"
12736,X992,"Agresión con objeto cortante, escuelas, otras instituciones y áreas administrativas  públicas"
12741,X997,"Agresión con objeto cortante, granja"
12735,X991,"Agresión con objeto cortante, institución residencial"
12743,X999,"Agresión con objeto cortante, lugar no especificado"
12742,X998,"Agresión con objeto cortante, otro lugar especificado"
12734,X990,"Agresión con objeto cortante, vivienda"
12744,Y00,Agresión con objeto romo o sin filo
12751,Y006,"Agresión con objeto romo o sin filo, área industrial y de la construcción"
12748,Y003,"Agresión con objeto romo o sin filo, áreas de deporte y atletismo"
12749,Y004,"Agresión con objeto romo o sin filo, calles y carreteras"
12750,Y005,"Agresión con objeto romo o sin filo, comercio y área de servicios"
12747,Y002,"Agresión con objeto romo o sin filo, escuelas, otras instituciones y áreas administrativas públicas"
12752,Y007,"Agresión con objeto romo o sin filo, granja"
12746,Y001,"Agresión con objeto romo o sin filo, institución residencial"
12754,Y009,"Agresión con objeto romo o sin filo, lugar no especificado"
12753,Y008,"Agresión con objeto romo o sin filo, otro lugar especificado"
12745,Y000,"Agresión con objeto romo o sin filo, vivienda"
12623,X89,Agresión con otros productos químicos y sustancias nocivas especificadas
12630,X896,"Agresión con otros productos químicos y sustancias nocivas especificadas, área industrial y de la construcción"
12627,X893,"Agresión con otros productos químicos y sustancias nocivas especificadas, áreas de deporte y atletismo"
12628,X894,"Agresión con otros productos químicos y sustancias nocivas especificadas, calles y carreteras"
12629,X895,"Agresión con otros productos químicos y sustancias nocivas especificadas, comercio y área de servicios"
12626,X892,"Agresión con otros productos químicos y sustancias nocivas especificadas, escuelas, otras instituciones y áreas administrativas  públicas"
12631,X897,"Agresión con otros productos químicos y sustancias nocivas especificadas, granja"
12625,X891,"Agresión con otros productos químicos y sustancias nocivas especificadas, institución residencial"
12633,X899,"Agresión con otros productos químicos y sustancias nocivas especificadas, lugar no especificado"
12632,X898,"Agresión con otros productos químicos y sustancias nocivas especificadas, otro lugar especificado"
12624,X890,"Agresión con otros productos químicos y sustancias nocivas especificadas, vivienda"
12601,X87,Agresión con plaguicidas
12608,X876,"Agresión con plaguicidas, área industrial y de la construcción"
12605,X873,"Agresión con plaguicidas, áreas de deporte y atletismo"
12606,X874,"Agresión con plaguicidas, calles y carreteras"
12607,X875,"Agresión con plaguicidas, comercio y área de servicios"
12604,X872,"Agresión con plaguicidas, escuelas, otras instituciones y áreas administrativas  públicas"
12609,X877,"Agresión con plaguicidas, granja"
12603,X871,"Agresión con plaguicidas, institución residencial"
12611,X879,"Agresión con plaguicidas, lugar no especificado"
12610,X878,"Agresión con plaguicidas, otro lugar especificado"
12602,X870,"Agresión con plaguicidas, vivienda"
12634,X90,Agresión con productos químicos y sustancias nocivas no especificadas
12641,X906,"Agresión con productos químicos y sustancias nocivas no especificadas, área industrial y de la construcción"
12638,X903,"Agresión con productos químicos y sustancias nocivas no especificadas, áreas de deporte y atletismo"
12639,X904,"Agresión con productos químicos y sustancias nocivas no especificadas, calles y carreteras"
12640,X905,"Agresión con productos químicos y sustancias nocivas no especificadas, comercio y área de servicios"
12637,X902,"Agresión con productos químicos y sustancias nocivas no especificadas, escuelas, otras instituciones y áreas administrativas  públicas"
12642,X907,"Agresión con productos químicos y sustancias nocivas no especificadas, granja"
12636,X901,"Agresión con productos químicos y sustancias nocivas no especificadas, institución residencial"
12644,X909,"Agresión con productos químicos y sustancias nocivas no especificadas, lugar no especificado"
12643,X908,"Agresión con productos químicos y sustancias nocivas no especificadas, otro lugar especificado"
12635,X900,"Agresión con productos químicos y sustancias nocivas no especificadas, vivienda"
12590,X86,Agresión con sustancia corrosiva
